pokemon_id,donation_date,donation_number_of_pokemon,donation_amount_eur,pokemon_identifier,pokemon_name,pokemon_type
19,2023-12-14,77,3019.17,19,Rattata,normal
384,2023-12-18,35,2568.3,384,Rayquaza,dragon
576,2023-12-11,61,4334.05,576,Gothitelle,psychic
126,2023-12-23,64,651.52,126,Magmar,fire
326,2023-12-29,51,4260.03,326,Grumpig,psychic
309,2023-12-09,35,155.05,309,Electrike,electric
363,2023-12-07,26,1412.84,363,Spheal,ice
206,2023-12-29,94,2866.06,206,Dunsparce,normal
185,2023-12-25,28,1448.72,185,Sudowoodo,rock
767,2023-12-22,55,2954.6,767,Wimpod,bug
583,2023-12-26,3,120.3,583,Vanillish,ice
122,2023-12-17,14,155.54,122,Mr. Mime,psychic
500,2023-12-08,20,303.6,500,Emboar,fire
411,2023-12-17,48,1390.08,411,Bastiodon,rock
509,2023-12-22,50,413.0,509,Purrloin,dark
496,2023-12-18,16,180.16,496,Servine,grass
444,2023-12-26,99,4105.53,444,Gabite,dragon
727,2023-12-20,72,4832.64,727,Incineroar,fire
682,2023-12-09,74,3856.88,682,Spritzee,fairy
39,2023-12-30,79,7095.78,39,Jigglypuff,normal
699,2023-12-14,57,3337.92,699,Aurorus,rock
59,2023-12-23,61,4444.46,59,Arcanine,fire
736,2023-12-01,8,171.6,736,Grubbin,bug
798,2023-12-13,98,445.9,798,Kartana,grass
11,2023-12-16,33,2444.97,11,Metapod,bug
94,2023-12-27,28,662.2,94,Gengar,ghost
379,2023-12-15,64,2942.72,379,Registeel,steel
423,2023-12-15,83,4033.8,423,Gastrodon,water
494,2023-12-01,62,5896.82,494,Victini,psychic
395,2023-12-11,59,5464.58,395,Empoleon,water
215,2023-12-17,52,1011.92,215,Sneasel,dark
441,2023-12-26,59,90.27,441,Chatot,normal
776,2023-12-25,80,7946.4,776,Turtonator,fire
594,2023-12-09,44,3201.0,594,Alomomola,water
241,2023-12-24,93,6182.64,241,Miltank,normal
132,2023-12-14,55,119.35,132,Ditto,normal
661,2023-12-08,50,1791.0,661,Fletchling,normal
203,2023-12-08,32,838.72,203,Girafarig,normal
713,2023-12-01,71,3544.32,713,Avalugg,ice
573,2023-12-18,19,1345.77,573,Cinccino,normal
130,2023-12-28,23,1223.14,130,Gyarados,water
55,2023-12-19,3,198.81,55,Golduck,water
477,2023-12-03,88,5699.76,477,Dusknoir,ghost
785,2023-12-09,17,209.61,785,Tapu Koko,electric
654,2023-12-18,49,2842.0,654,Braixen,fire
593,2023-12-03,92,8562.44,593,Jellicent,water
185,2023-12-07,19,793.82,185,Sudowoodo,rock
144,2023-12-04,90,3283.2,144,Articuno,ice
54,2023-12-30,10,817.5,54,Psyduck,water
470,2023-12-14,31,1668.42,470,Leafeon,grass
233,2023-12-28,59,2516.94,233,Porygon2,normal
496,2023-12-11,56,799.68,496,Servine,grass
675,2023-12-31,47,3831.91,675,Pangoro,fighting
794,2023-12-26,53,1836.98,794,Buzzwole,bug
307,2023-12-15,57,2034.9,307,Meditite,fighting
791,2023-12-09,3,210.54,791,Solgaleo,psychic
84,2023-12-25,80,1196.8,84,Doduo,normal
285,2023-12-23,88,6284.96,285,Shroomish,grass
377,2023-12-12,56,2712.64,377,Regirock,rock
241,2023-12-19,8,298.8,241,Miltank,normal
323,2023-12-19,42,1422.54,323,Camerupt,fire
194,2023-12-31,22,932.8,194,Wooper,water
169,2023-12-31,77,4433.66,169,Crobat,poison
327,2023-12-17,10,21.3,327,Spinda,normal
600,2023-12-07,61,3991.84,600,Klang,steel
616,2023-12-21,83,8295.85,616,Shelmet,bug
412,2023-12-23,4,167.52,412,Burmy,bug
613,2023-12-31,2,163.38,613,Cubchoo,ice
591,2023-12-05,47,1130.82,591,Amoonguss,grass
610,2023-12-11,89,8163.97,610,Axew,dragon
269,2023-12-03,60,5836.2,269,Dustox,bug
170,2023-12-08,91,7979.79,170,Chinchou,water
340,2023-12-16,63,5859.0,340,Whiscash,water
793,2023-12-03,92,7929.48,793,Nihilego,rock
40,2023-12-29,63,2553.39,40,Wigglytuff,normal
131,2023-12-01,10,776.9,131,Lapras,water
621,2023-12-06,79,7226.92,621,Druddigon,dragon
710,2023-12-07,33,2658.15,710,Pumpkaboo,ghost
616,2023-12-30,48,724.32,616,Shelmet,bug
522,2023-12-22,66,2976.6,522,Blitzle,electric
561,2023-12-20,29,2611.16,561,Sigilyph,psychic
446,2023-12-16,73,6806.52,446,Munchlax,normal
308,2023-12-14,54,3016.98,308,Medicham,fighting
283,2023-12-21,58,1239.46,283,Surskit,bug
109,2023-12-31,87,7410.66,109,Koffing,poison
145,2023-12-13,80,1744.0,145,Zapdos,electric
569,2023-12-15,91,6569.29,569,Garbodor,poison
416,2023-12-09,72,5664.96,416,Vespiquen,bug
18,2023-12-30,47,3641.09,18,Pidgeot,normal
354,2023-12-06,90,2271.6,354,Banette,ghost
533,2023-12-02,76,6266.96,533,Gurdurr,fighting
583,2023-12-16,85,6565.4,583,Vanillish,ice
737,2023-12-02,17,1672.97,737,Charjabug,bug
400,2023-12-28,56,3979.92,400,Bibarel,normal
625,2023-12-14,12,208.2,625,Bisharp,dark
56,2023-12-06,49,2401.98,56,Mankey,fighting
271,2023-12-19,72,3676.32,271,Lombre,water
475,2023-12-04,82,2798.66,475,Gallade,psychic
625,2023-12-05,3,52.92,625,Bisharp,dark
676,2023-12-29,52,4603.56,676,Furfrou,normal
274,2023-12-13,62,5058.58,274,Nuzleaf,grass
505,2023-12-25,17,1203.94,505,Watchog,normal
262,2023-12-04,82,8131.12,262,Mightyena,dark
650,2023-12-11,84,85.68,650,Chespin,grass
742,2023-12-05,70,421.4,742,Cutiefly,bug
287,2023-12-30,14,530.6,287,Slakoth,normal
506,2023-12-28,69,373.29,506,Lillipup,normal
535,2023-12-22,56,5580.96,535,Tympole,water
267,2023-12-15,39,3135.6,267,Beautifly,bug
771,2023-12-06,70,1712.2,771,Pyukumuku,water
562,2023-12-14,13,137.93,562,Yamask,ghost
380,2023-12-19,61,5829.77,380,Latias,dragon
291,2023-12-19,72,547.2,291,Ninjask,bug
528,2023-12-19,79,4868.77,528,Swoobat,psychic
466,2023-12-14,35,2726.5,466,Electivire,electric
234,2023-12-08,1,38.59,234,Stantler,normal
241,2023-12-28,59,5624.47,241,Miltank,normal
102,2023-12-30,52,347.88,102,Exeggcute,grass
38,2023-12-26,56,1944.88,38,Ninetales,fire
414,2023-12-20,54,1291.14,414,Mothim,bug
291,2023-12-02,31,2629.11,291,Ninjask,bug
492,2023-12-26,19,1157.67,492,Shaymin,grass
83,2023-12-21,89,3782.5,83,Farfetch'd,normal
559,2023-12-08,6,31.8,559,Scraggy,dark
4,2023-12-06,71,5721.89,4,Charmander,fire
582,2023-12-01,75,4982.25,582,Vanillite,ice
230,2023-12-26,71,3484.68,230,Kingdra,water
793,2023-12-16,72,2016.0,793,Nihilego,rock
200,2023-12-20,59,246.62,200,Misdreavus,ghost
736,2023-12-11,29,1008.33,736,Grubbin,bug
522,2023-12-30,98,8117.34,522,Blitzle,electric
334,2023-12-02,4,149.12,334,Altaria,dragon
748,2023-12-12,46,3814.78,748,Toxapex,poison
587,2023-12-11,33,3252.81,587,Emolga,electric
473,2023-12-26,48,178.56,473,Mamoswine,ice
249,2023-12-25,59,5282.27,249,Lugia,psychic
287,2023-12-20,67,3118.18,287,Slakoth,normal
679,2023-12-24,20,871.8,679,Honedge,steel
648,2023-12-04,54,1555.2,648,Meloetta,normal
660,2023-12-11,99,6163.74,660,Diggersby,normal
446,2023-12-22,29,1337.48,446,Munchlax,normal
717,2023-12-14,83,2294.95,717,Yveltal,dark
657,2023-12-03,61,5997.52,657,Frogadier,water
59,2023-12-20,71,3550.0,59,Arcanine,fire
87,2023-12-10,82,1991.78,87,Dewgong,water
376,2023-12-28,53,3918.29,376,Metagross,steel
55,2023-12-14,54,4350.24,55,Golduck,water
618,2023-12-19,78,6471.66,618,Stunfisk,ground
182,2023-12-15,94,3917.92,182,Bellossom,grass
290,2023-12-24,95,3178.7,290,Nincada,bug
283,2023-12-19,83,5292.91,283,Surskit,bug
381,2023-12-31,67,6212.91,381,Latios,dragon
83,2023-12-15,4,281.32,83,Farfetch'd,normal
726,2023-12-22,19,1457.49,726,Torracat,fire
251,2023-12-06,49,1959.02,251,Celebi,psychic
529,2023-12-15,95,3358.25,529,Drilbur,ground
101,2023-12-20,66,413.16,101,Electrode,electric
107,2023-12-16,10,610.6,107,Hitmonchan,fighting
42,2023-12-04,16,965.76,42,Golbat,poison
718,2023-12-27,73,2858.68,718,Zygarde,dragon
265,2023-12-27,73,4494.61,265,Wurmple,bug
490,2023-12-04,53,99.11,490,Manaphy,water
12,2023-12-21,79,1014.36,12,Butterfree,bug
163,2023-12-03,82,2112.32,163,Hoothoot,normal
647,2023-12-04,55,332.75,647,Keldeo,water
249,2023-12-19,30,554.7,249,Lugia,psychic
560,2023-12-27,89,4841.6,560,Scrafty,dark
796,2023-12-14,41,2352.99,796,Xurkitree,electric
216,2023-12-06,90,48.6,216,Teddiursa,normal
787,2023-12-19,10,523.7,787,Tapu Bulu,grass
453,2023-12-29,17,1216.18,453,Croagunk,poison
329,2023-12-02,31,416.33,329,Vibrava,ground
236,2023-12-22,56,3816.4,236,Tyrogue,fighting
766,2023-12-22,22,362.12,766,Passimian,fighting
376,2023-12-22,95,5403.6,376,Metagross,steel
457,2023-12-23,72,4631.76,457,Lumineon,water
92,2023-12-25,63,3979.71,92,Gastly,ghost
569,2023-12-14,82,8058.96,569,Garbodor,poison
536,2023-12-06,70,2163.7,536,Palpitoad,water
262,2023-12-24,16,347.52,262,Mightyena,dark
536,2023-12-03,67,980.88,536,Palpitoad,water
429,2023-12-30,71,4661.86,429,Mismagius,ghost
597,2023-12-26,21,978.6,597,Ferroseed,grass
669,2023-12-03,59,4676.34,669,Flabébé,fairy
528,2023-12-06,5,465.6,528,Swoobat,psychic
34,2023-12-22,91,1430.52,34,Nidoking,poison
541,2023-12-20,66,2747.58,541,Swadloon,bug
120,2023-12-30,37,2526.73,120,Staryu,water
277,2023-12-31,41,2175.05,277,Swellow,normal
52,2023-12-06,22,805.42,52,Meowth,normal
217,2023-12-10,93,8507.64,217,Ursaring,normal
275,2023-12-19,85,2867.05,275,Shiftry,grass
539,2023-12-30,39,1306.89,539,Sawk,fighting
587,2023-12-26,36,605.52,587,Emolga,electric
379,2023-12-11,68,3530.56,379,Registeel,steel
530,2023-12-29,6,485.1,530,Excadrill,ground
40,2023-12-16,93,3660.48,40,Wigglytuff,normal
533,2023-12-04,41,27.88,533,Gurdurr,fighting
256,2023-12-01,87,2314.2,256,Combusken,fire
509,2023-12-14,43,670.8,509,Purrloin,dark
584,2023-12-22,88,7605.84,584,Vanilluxe,ice
522,2023-12-30,75,5398.5,522,Blitzle,electric
125,2023-12-03,15,127.2,125,Electabuzz,electric
510,2023-12-05,88,4581.28,510,Liepard,dark
240,2023-12-07,12,895.68,240,Magby,fire
606,2023-12-01,39,3391.83,606,Beheeyem,psychic
112,2023-12-13,50,4368.0,112,Rhydon,ground
776,2023-12-18,38,695.4,776,Turtonator,fire
51,2023-12-22,27,1559.52,51,Dugtrio,ground
644,2023-12-26,6,215.64,644,Zekrom,dragon
283,2023-12-29,44,3570.6,283,Surskit,bug
59,2023-12-21,73,4812.16,59,Arcanine,fire
41,2023-12-06,97,1984.62,41,Zubat,poison
261,2023-12-12,51,3295.11,261,Poochyena,dark
336,2023-12-21,89,8417.62,336,Seviper,poison
799,2023-12-07,31,2453.03,799,Guzzlord,dark
372,2023-12-17,74,2977.76,372,Shelgon,dragon
163,2023-12-31,35,2728.25,163,Hoothoot,normal
83,2023-12-13,45,3830.4,83,Farfetch'd,normal
239,2023-12-29,15,235.5,239,Elekid,electric
80,2023-12-12,68,3085.84,80,Slowbro,water
451,2023-12-31,84,6608.28,451,Skorupi,poison
627,2023-12-22,57,2154.03,627,Rufflet,normal
420,2023-12-16,87,7050.48,420,Cherubi,grass
538,2023-12-21,37,495.06,538,Throh,fighting
176,2023-12-05,53,893.05,176,Togetic,fairy
613,2023-12-25,37,3598.99,613,Cubchoo,ice
257,2023-12-13,11,454.52,257,Blaziken,fire
89,2023-12-09,84,1917.72,89,Muk,poison
176,2023-12-12,84,5974.92,176,Togetic,fairy
36,2023-12-21,48,413.76,36,Clefable,fairy
392,2023-12-11,52,4657.64,392,Infernape,fire
694,2023-12-04,97,3909.1,694,Helioptile,electric
378,2023-12-07,10,690.3,378,Regice,ice
682,2023-12-20,23,918.62,682,Spritzee,fairy
356,2023-12-29,89,2994.85,356,Dusclops,ghost
766,2023-12-13,20,569.6,766,Passimian,fighting
242,2023-12-14,31,507.16,242,Blissey,normal
488,2023-12-19,81,7368.57,488,Cresselia,psychic
447,2023-12-06,55,230.45,447,Riolu,fighting
392,2023-12-14,98,6898.22,392,Infernape,fire
771,2023-12-30,46,533.14,771,Pyukumuku,water
244,2023-12-14,13,801.19,244,Entei,fire
748,2023-12-05,37,2296.59,748,Toxapex,poison
427,2023-12-22,5,446.2,427,Buneary,normal
749,2023-12-23,39,1270.62,749,Mudbray,ground
409,2023-12-17,53,3572.2,409,Rampardos,rock
337,2023-12-19,84,5774.16,337,Lunatone,rock
759,2023-12-27,46,1700.62,759,Stufful,normal
182,2023-12-14,76,7281.56,182,Bellossom,grass
665,2023-12-20,54,2466.18,665,Spewpa,bug
346,2023-12-26,99,6168.69,346,Cradily,rock
21,2023-12-11,87,8171.91,21,Spearow,normal
514,2023-12-10,67,3575.79,514,Simisear,fire
663,2023-12-18,59,2353.51,663,Talonflame,fire
258,2023-12-10,87,457.62,258,Mudkip,water
64,2023-12-17,99,5170.77,64,Kadabra,psychic
737,2023-12-14,9,23.22,737,Charjabug,bug
202,2023-12-13,78,3803.28,202,Wobbuffet,psychic
311,2023-12-15,33,2911.92,311,Plusle,electric
116,2023-12-24,3,178.86,116,Horsea,water
718,2023-12-16,89,8206.69,718,Zygarde,dragon
407,2023-12-27,52,2779.92,407,Roserade,grass
318,2023-12-01,43,3811.52,318,Carvanha,water
137,2023-12-01,85,7130.65,137,Porygon,normal
62,2023-12-10,98,8601.46,62,Poliwrath,water
660,2023-12-30,70,1395.1,660,Diggersby,normal
511,2023-12-22,65,1135.55,511,Pansage,grass
31,2023-12-29,47,2651.27,31,Nidoqueen,poison
444,2023-12-24,41,3657.61,444,Gabite,dragon
473,2023-12-23,25,1009.5,473,Mamoswine,ice
226,2023-12-05,91,613.34,226,Mantine,water
276,2023-12-12,99,3705.57,276,Taillow,normal
164,2023-12-28,4,181.88,164,Noctowl,normal
122,2023-12-22,6,453.96,122,Mr. Mime,psychic
390,2023-12-05,45,2506.5,390,Chimchar,fire
532,2023-12-22,85,4236.4,532,Timburr,fighting
436,2023-12-05,76,7552.88,436,Bronzor,steel
372,2023-12-16,31,1615.72,372,Shelgon,dragon
300,2023-12-13,73,4966.92,300,Skitty,normal
798,2023-12-14,73,6060.46,798,Kartana,grass
793,2023-12-19,20,1604.4,793,Nihilego,rock
287,2023-12-20,56,4207.28,287,Slakoth,normal
762,2023-12-29,87,2732.67,762,Steenee,grass
118,2023-12-22,86,2420.04,118,Goldeen,water
737,2023-12-17,34,3100.8,737,Charjabug,bug
389,2023-12-28,18,1058.22,389,Torterra,grass
386,2023-12-28,15,1125.45,386,Deoxys,psychic
450,2023-12-28,77,2592.59,450,Hippowdon,ground
732,2023-12-12,61,3181.15,732,Trumbeak,normal
264,2023-12-03,48,4463.52,264,Linoone,normal
498,2023-12-04,52,1491.88,498,Tepig,fire
539,2023-12-27,65,3971.5,539,Sawk,fighting
287,2023-12-28,52,1953.12,287,Slakoth,normal
718,2023-12-28,100,8254.0,718,Zygarde,dragon
619,2023-12-22,41,2809.73,619,Mienfoo,fighting
315,2023-12-15,82,2795.38,315,Roselia,grass
669,2023-12-20,29,589.28,669,Flabébé,fairy
566,2023-12-23,73,3412.75,566,Archen,rock
506,2023-12-12,90,4473.9,506,Lillipup,normal
122,2023-12-26,40,256.8,122,Mr. Mime,psychic
480,2023-12-01,31,2479.69,480,Uxie,psychic
91,2023-12-30,65,454.35,91,Cloyster,water
540,2023-12-14,81,558.9,540,Sewaddle,bug
591,2023-12-31,42,1698.06,591,Amoonguss,grass
535,2023-12-24,81,498.96,535,Tympole,water
655,2023-12-09,42,1856.82,655,Delphox,fire
734,2023-12-22,53,5098.6,734,Yungoos,normal
46,2023-12-23,5,172.6,46,Paras,bug
695,2023-12-13,58,2864.62,695,Heliolisk,electric
718,2023-12-16,12,460.68,718,Zygarde,dragon
717,2023-12-27,8,719.52,717,Yveltal,dark
476,2023-12-16,53,2382.88,476,Probopass,rock
390,2023-12-01,38,774.82,390,Chimchar,fire
435,2023-12-24,58,4689.88,435,Skuntank,poison
522,2023-12-19,13,304.33,522,Blitzle,electric
66,2023-12-11,69,6274.86,66,Machop,fighting
616,2023-12-17,83,5752.73,616,Shelmet,bug
739,2023-12-25,67,5368.71,739,Crabrawler,fighting
113,2023-12-23,83,7611.93,113,Chansey,normal
637,2023-12-28,87,7823.91,637,Volcarona,bug
766,2023-12-10,49,4733.89,766,Passimian,fighting
21,2023-12-05,21,38.64,21,Spearow,normal
483,2023-12-20,52,1470.04,483,Dialga,steel
501,2023-12-23,26,172.12,501,Oshawott,water
700,2023-12-05,74,6933.8,700,Sylveon,fairy
650,2023-12-20,21,1937.25,650,Chespin,grass
396,2023-12-03,37,3554.59,396,Starly,normal
196,2023-12-09,71,130.64,196,Espeon,psychic
457,2023-12-30,74,5693.56,457,Lumineon,water
178,2023-12-26,30,129.9,178,Xatu,psychic
717,2023-12-12,13,728.52,717,Yveltal,dark
737,2023-12-24,47,1582.96,737,Charjabug,bug
205,2023-12-28,80,1450.4,205,Forretress,bug
190,2023-12-18,78,6198.66,190,Aipom,normal
289,2023-12-14,11,547.8,289,Slaking,normal
628,2023-12-22,3,89.4,628,Braviary,normal
185,2023-12-02,28,2260.44,185,Sudowoodo,rock
199,2023-12-04,38,720.1,199,Slowking,water
540,2023-12-18,57,5278.77,540,Sewaddle,bug
561,2023-12-13,14,985.18,561,Sigilyph,psychic
778,2023-12-27,41,926.6,778,Mimikyu,ghost
765,2023-12-25,43,1397.07,765,Oranguru,normal
512,2023-12-16,99,2313.63,512,Simisage,grass
125,2023-12-24,15,1058.85,125,Electabuzz,electric
209,2023-12-22,34,60.86,209,Snubbull,fairy
614,2023-12-05,60,793.8,614,Beartic,ice
409,2023-12-01,32,1029.12,409,Rampardos,rock
13,2023-12-19,59,1323.96,13,Weedle,bug
70,2023-12-26,20,1142.8,70,Weepinbell,grass
647,2023-12-09,78,276.12,647,Keldeo,water
98,2023-12-09,85,2102.05,98,Krabby,water
534,2023-12-13,69,90.39,534,Conkeldurr,fighting
366,2023-12-25,49,1539.58,366,Clamperl,water
359,2023-12-30,45,2702.25,359,Absol,dark
241,2023-12-24,56,429.52,241,Miltank,normal
188,2023-12-26,82,8072.08,188,Skiploom,grass
717,2023-12-04,16,372.16,717,Yveltal,dark
535,2023-12-30,94,1374.28,535,Tympole,water
328,2023-12-11,46,3394.34,328,Trapinch,ground
244,2023-12-12,80,6828.0,244,Entei,fire
556,2023-12-25,21,1644.72,556,Maractus,grass
556,2023-12-11,40,1251.6,556,Maractus,grass
36,2023-12-02,13,860.34,36,Clefable,fairy
799,2023-12-29,84,8093.4,799,Guzzlord,dark
23,2023-12-03,29,1737.39,23,Ekans,poison
342,2023-12-07,42,845.46,342,Crawdaunt,water
59,2023-12-25,94,9380.26,59,Arcanine,fire
359,2023-12-01,68,4555.32,359,Absol,dark
642,2023-12-17,43,869.46,642,Thundurus,electric
726,2023-12-16,49,1287.72,726,Torracat,fire
582,2023-12-12,51,2836.62,582,Vanillite,ice
490,2023-12-21,88,8492.0,490,Manaphy,water
79,2023-12-08,47,3860.11,79,Slowpoke,water
553,2023-12-11,76,6975.28,553,Krookodile,ground
178,2023-12-08,38,2201.72,178,Xatu,psychic
490,2023-12-09,59,90.27,490,Manaphy,water
469,2023-12-20,18,255.78,469,Yanmega,bug
653,2023-12-13,47,2561.5,653,Fennekin,fire
460,2023-12-23,22,1878.36,460,Abomasnow,grass
503,2023-12-12,43,1372.99,503,Samurott,water
55,2023-12-05,55,4398.35,55,Golduck,water
553,2023-12-31,51,385.56,553,Krookodile,ground
5,2023-12-09,87,5487.96,5,Charmeleon,fire
498,2023-12-08,81,1134.81,498,Tepig,fire
484,2023-12-15,29,1499.88,484,Palkia,water
160,2023-12-03,64,3792.64,160,Feraligatr,water
317,2023-12-09,70,3924.2,317,Swalot,poison
691,2023-12-24,39,2534.61,691,Dragalge,poison
214,2023-12-17,3,166.38,214,Heracross,bug
137,2023-12-22,32,304.0,137,Porygon,normal
51,2023-12-03,74,4889.18,51,Dugtrio,ground
490,2023-12-27,84,7188.72,490,Manaphy,water
570,2023-12-19,12,642.24,570,Zorua,dark
327,2023-12-15,82,564.98,327,Spinda,normal
485,2023-12-17,49,3643.15,485,Heatran,fire
256,2023-12-21,25,556.5,256,Combusken,fire
187,2023-12-12,34,2260.32,187,Hoppip,grass
216,2023-12-28,34,2694.16,216,Teddiursa,normal
420,2023-12-20,80,2598.4,420,Cherubi,grass
404,2023-12-10,14,157.36,404,Luxio,electric
645,2023-12-25,86,7937.8,645,Landorus,ground
134,2023-12-26,84,8180.76,134,Vaporeon,water
190,2023-12-06,6,326.1,190,Aipom,normal
615,2023-12-30,53,2117.35,615,Cryogonal,ice
107,2023-12-13,72,6559.92,107,Hitmonchan,fighting
305,2023-12-14,39,1803.75,305,Lairon,steel
585,2023-12-10,29,2725.13,585,Deerling,normal
517,2023-12-17,82,2815.06,517,Munna,psychic
332,2023-12-21,97,2586.99,332,Cacturne,grass
792,2023-12-18,64,3746.56,792,Lunala,psychic
220,2023-12-21,72,5556.96,220,Swinub,ice
759,2023-12-30,63,4241.79,759,Stufful,normal
707,2023-12-05,77,5704.16,707,Klefki,steel
396,2023-12-25,98,3639.72,396,Starly,normal
774,2023-12-21,71,6603.0,774,Minior,rock
787,2023-12-18,40,637.2,787,Tapu Bulu,grass
82,2023-12-16,36,2315.88,82,Magneton,electric
672,2023-12-07,81,2528.82,672,Skiddo,grass
150,2023-12-14,1,34.99,150,Mewtwo,psychic
601,2023-12-29,44,4339.72,601,Klinklang,steel
178,2023-12-25,97,2581.17,178,Xatu,psychic
579,2023-12-26,22,1876.82,579,Reuniclus,psychic
116,2023-12-30,4,379.08,116,Horsea,water
548,2023-12-02,74,734.82,548,Petilil,grass
328,2023-12-17,38,2049.34,328,Trapinch,ground
31,2023-12-03,79,4.74,31,Nidoqueen,poison
393,2023-12-18,71,4271.36,393,Piplup,water
189,2023-12-29,65,399.75,189,Jumpluff,grass
267,2023-12-27,15,1012.2,267,Beautifly,bug
412,2023-12-16,18,319.14,412,Burmy,bug
2,2023-12-24,98,1851.22,2,Ivysaur,grass
431,2023-12-18,5,161.9,431,Glameow,normal
281,2023-12-22,60,4737.6,281,Kirlia,psychic
477,2023-12-23,28,1033.2,477,Dusknoir,ghost
119,2023-12-11,82,1067.64,119,Seaking,water
430,2023-12-31,12,1069.2,430,Honchkrow,dark
258,2023-12-02,51,3283.38,258,Mudkip,water
787,2023-12-22,71,3201.39,787,Tapu Bulu,grass
81,2023-12-06,55,3598.1,81,Magnemite,electric
236,2023-12-10,40,430.8,236,Tyrogue,fighting
101,2023-12-30,64,5684.48,101,Electrode,electric
281,2023-12-16,13,1230.71,281,Kirlia,psychic
167,2023-12-26,16,1445.6,167,Spinarak,bug
137,2023-12-08,86,909.02,137,Porygon,normal
490,2023-12-06,7,414.26,490,Manaphy,water
338,2023-12-05,13,827.84,338,Solrock,rock
1,2023-12-24,67,3295.06,1,Bulbasaur,grass
535,2023-12-04,46,2356.12,535,Tympole,water
778,2023-12-26,11,687.17,778,Mimikyu,ghost
11,2023-12-30,96,7089.6,11,Metapod,bug
153,2023-12-11,67,2643.82,153,Bayleef,grass
638,2023-12-29,50,4242.0,638,Cobalion,steel
49,2023-12-23,96,4962.24,49,Venomoth,bug
392,2023-12-29,65,195.65,392,Infernape,fire
227,2023-12-31,44,3448.28,227,Skarmory,steel
447,2023-12-07,11,257.07,447,Riolu,fighting
538,2023-12-04,41,2147.17,538,Throh,fighting
88,2023-12-25,98,2396.1,88,Grimer,poison
678,2023-12-18,96,3411.84,678,Meowstic,psychic
633,2023-12-26,1,28.05,633,Deino,dark
202,2023-12-19,74,4016.72,202,Wobbuffet,psychic
117,2023-12-07,86,8224.18,117,Seadra,water
274,2023-12-08,22,1777.16,274,Nuzleaf,grass
122,2023-12-11,84,2963.52,122,Mr. Mime,psychic
78,2023-12-31,3,147.9,78,Rapidash,fire
735,2023-12-27,64,1386.24,735,Gumshoos,normal
437,2023-12-13,48,246.24,437,Bronzong,steel
496,2023-12-28,61,5355.8,496,Servine,grass
178,2023-12-09,2,191.86,178,Xatu,psychic
654,2023-12-19,80,6385.6,654,Braixen,fire
84,2023-12-28,73,926.37,84,Doduo,normal
614,2023-12-30,79,680.98,614,Beartic,ice
280,2023-12-10,17,1624.69,280,Ralts,psychic
761,2023-12-10,8,646.88,761,Bounsweet,grass
729,2023-12-30,82,3140.6,729,Brionne,water
318,2023-12-23,26,7.54,318,Carvanha,water
594,2023-12-22,10,821.0,594,Alomomola,water
588,2023-12-04,79,3746.97,588,Karrablast,bug
339,2023-12-18,55,2573.45,339,Barboach,water
189,2023-12-30,16,372.16,189,Jumpluff,grass
631,2023-12-03,38,429.02,631,Heatmor,fire
606,2023-12-21,39,1955.07,606,Beheeyem,psychic
510,2023-12-16,28,2396.24,510,Liepard,dark
77,2023-12-04,93,8043.57,77,Ponyta,fire
124,2023-12-14,16,1362.88,124,Jynx,ice
87,2023-12-10,20,426.2,87,Dewgong,water
47,2023-12-13,88,8588.8,47,Parasect,bug
400,2023-12-05,3,289.77,400,Bibarel,normal
568,2023-12-16,7,641.62,568,Trubbish,poison
696,2023-12-11,76,5051.72,696,Tyrunt,rock
357,2023-12-24,65,5442.45,357,Tropius,grass
404,2023-12-03,20,438.2,404,Luxio,electric
113,2023-12-13,35,2025.45,113,Chansey,normal
711,2023-12-24,70,3599.4,711,Gourgeist,ghost
122,2023-12-16,68,1169.6,122,Mr. Mime,psychic
316,2023-12-07,74,7155.06,316,Gulpin,poison
289,2023-12-14,79,6823.23,289,Slaking,normal
367,2023-12-10,15,1227.0,367,Huntail,water
90,2023-12-10,80,615.2,90,Shellder,water
310,2023-12-31,98,1316.14,310,Manectric,electric
799,2023-12-25,23,747.96,799,Guzzlord,dark
533,2023-12-13,99,3874.86,533,Gurdurr,fighting
370,2023-12-16,8,585.04,370,Luvdisc,water
223,2023-12-24,69,1595.28,223,Remoraid,water
147,2023-12-22,39,2155.92,147,Dratini,dragon
319,2023-12-08,57,4304.07,319,Sharpedo,water
751,2023-12-29,60,17.4,751,Dewpider,water
777,2023-12-28,25,1823.0,777,Togedemaru,electric
782,2023-12-19,38,3463.7,782,Jangmo-o,dragon
594,2023-12-26,82,6641.18,594,Alomomola,water
553,2023-12-15,24,841.92,553,Krookodile,ground
163,2023-12-29,62,91.76,163,Hoothoot,normal
692,2023-12-23,87,6934.77,692,Clauncher,water
714,2023-12-29,60,4899.0,714,Noibat,flying
165,2023-12-15,98,58.8,165,Ledyba,bug
218,2023-12-20,15,26.7,218,Slugma,fire
317,2023-12-13,9,319.95,317,Swalot,poison
130,2023-12-19,37,225.33,130,Gyarados,water
447,2023-12-12,80,2390.4,447,Riolu,fighting
409,2023-12-21,88,5816.8,409,Rampardos,rock
624,2023-12-25,78,899.34,624,Pawniard,dark
195,2023-12-11,83,5927.03,195,Quagsire,water
608,2023-12-12,26,666.38,608,Lampent,ghost
